"","Player","Team","Position","GP","TOI","Goals","Total Assists","First Assists","Second Assists","Total Points","IPP","Shots","SH%","ixG","iCF","iFF","iSCF","iHDCF","Rush Attempts","Rebounds Created","PIM","Total Penalties","Minor","Major","Misconduct","Penalties Drawn","Giveaways","Takeaways","Hits","Hits Taken","Shots Blocked","Faceoffs Won","Faceoffs Lost","Faceoffs %"
"424","Evgeny Svechnikov","S.J","L","59","0.016666666666667","0","0","0","0","0","-","0","-","0","0","0","0","0","0","0","0","0","0","0","0","0","0","0","0","0","0","0","0","-"
"426","Keegan Kolesar","VGK","R","74","6.25","0","0","0","0","0","-","0","-","0","0","0","0","0","0","0","0","0","0","0","0","0","0","0","0","0","0","1","0","100.00"
"427","Tommy Novak","NSH","C","51","1.3","0","0","0","0","0","-","0","-","0","0","0","0","0","0","0","0","0","0","0","0","0","0","0","0","0","0","1","0","100.00"
"429","Dylan Strome","WSH","C","81","3.35","0","0","0","0","0","-","0","-","0","0","0","0","0","0","0","0","0","0","0","0","0","0","0","0","0","0","4","2","66.67"
"431","Brock Boeser","VAN","R","74","0.98333333333333","0","0","0","0","0","-","0","-","0","0","0","0","0","0","0","0","0","0","0","0","0","0","0","0","0","0","0","0","-"
"432","Mathew Barzal","NYI","C","58","2.45","0","0","0","0","0","-","0","-","0","0","0","0","0","0","0","0","0","0","0","0","0","0","0","0","0","0","0","0","-"
"433","Glenn Gawdin","ANA","C","3","5.0166666666667","0","0","0","0","0","-","0","-","0","0","0","0","0","0","0","0","0","0","0","0","0","0","0","0","0","0","2","4","33.33"
"435","Parker Wotherspoon","NYI","D","12","3.4666666666667","0","0","0","0","0","-","0","-","0","0","0","0","0","0","0","0","0","0","0","0","0","0","0","0","0","1","0","0","-"
"437","Caleb Jones","CHI","D","73","41.483333333333","0","0","0","0","0","0.00","0","-","0","0","0","0","0","0","0","0","0","0","0","0","0","1","0","3","0","6","0","0","-"
"438","Noah Juulsen","VAN","D","12","14.383333333333","0","0","0","0","0","-","0","-","0","0","0","0","0","0","0","0","0","0","0","0","0","0","0","1","0","1","0","0","-"
"440","Zach Werenski","CBJ","D","13","12.666666666667","0","0","0","0","0","-","1","0.00","0.05","2","2","1","0","0","0","0","0","0","0","0","0","1","1","0","0","1","0","0","-"
"442","Anthony Beauvillier","NYI, VAN","L","82","24.533333333333","0","0","0","0","0","-","3","0.00","0.2","3","3","3","1","0","0","2","1","1","0","0","2","0","0","1","0","2","0","0","-"
"443","Guillaume Brisebois","VAN","D","17","34.816666666667","0","0","0","0","0","0.00","0","-","0","0","0","0","0","0","0","0","0","0","0","0","0","0","1","0","0","4","0","0","-"
"444","Daniel Sprong","SEA","R","66","0.93333333333333","0","0","0","0","0","-","0","-","0","0","0","0","0","0","0","0","0","0","0","0","0","0","0","0","0","0","0","0","-"
"446","Thomas Chabot","OTT","D","68","12.583333333333","0","0","0","0","0","-","3","0.00","0","3","3","0","0","0","0","0","0","0","0","0","0","0","1","0","0","0","0","0","-"
"448","Lawson Crouse","ARI","L","77","173.76666666667","0","0","0","0","0","0.00","9","0.00","0.58","10","10","4","3","3","0","4","2","2","0","0","0","1","9","0","1","12","5","8","38.46"
"449","Kyle Capobianco","WPG","D","14","1.8666666666667","0","0","0","0","0","-","0","-","0","0","0","0","0","0","0","0","0","0","0","0","0","0","0","0","0","0","0","0","-"
"451","Jacob Larsson","OTT","D","7","3.1","0","0","0","0","0","-","0","-","0","0","0","0","0","0","0","0","0","0","0","0","0","2","0","0","0","0","0","0","-"
"453","Denis Gurianov","DAL, MTL","R","66","0.71666666666667","0","0","0","0","0","-","0","-","0","0","0","0","0","0","0","0","0","0","0","0","0","0","0","0","0","0","0","0","-"
"456","Dennis Gilbert","CGY","D","23","4.6333333333333","0","0","0","0","0","-","0","-","0","0","0","0","0","0","0","0","0","0","0","0","0","0","0","0","0","2","0","0","-"
"457","Gabriel Carlsson","WSH","D","6","8.0833333333333","0","0","0","0","0","-","0","-","0","0","0","0","0","0","0","0","0","0","0","0","0","0","0","1","0","0","0","0","-"
"460","Austin Czarnik","DET","C","29","6.8666666666667","0","0","0","0","0","-","0","-","0","0","0","0","0","0","0","0","0","0","0","0","0","0","0","0","0","0","1","2","33.33"
"462","Evan Rodrigues","COL","C","69","36.6","0","0","0","0","0","-","2","0.00","0.06","3","2","0","0","0","0","0","0","0","0","0","0","0","1","0","0","0","13","23","36.11"
"463","Artemi Panarin","NYR","L","82","1","0","0","0","0","0","-","0","-","0","0","0","0","0","0","0","0","0","0","0","0","0","0","0","0","0","0","0","0","-"
"467","Will Borgen","SEA","D","82","130.28333333333","0","0","0","0","0","0.00","3","0.00","0.03","3","3","0","0","0","0","4","2","2","0","0","2","1","2","26","4","10","0","0","-"
"468","Colton White","ANA","D","46","36.633333333333","0","0","0","0","0","-","0","-","0","0","0","0","0","0","0","0","0","0","0","0","0","1","0","1","1","6","0","0","-"
